date,tweet_count,weekday_name,weekday_num
2018-07-22,451,Sunday,6
2018-07-23,427,Monday,0
2018-07-24,36,Tuesday,1
2018-07-25,451,Wednesday,2
2018-07-26,390,Thursday,3
2018-07-27,387,Friday,4
2018-07-28,366,Saturday,5
2018-07-29,351,Sunday,6
2018-07-30,402,Monday,0
2018-07-31,410,Tuesday,1
2018-08-01,393,Wednesday,2
2018-08-02,383,Thursday,3
2018-08-03,386,Friday,4
2018-08-04,325,Saturday,5
2018-08-05,328,Sunday,6
2018-08-06,417,Monday,0
2018-08-07,365,Tuesday,1
2018-08-08,373,Wednesday,2
2018-08-09,360,Thursday,3
2018-08-10,389,Friday,4
2018-08-11,375,Saturday,5
2018-08-12,329,Sunday,6
2018-08-13,383,Monday,0
2018-08-14,436,Tuesday,1
2018-08-15,160,Wednesday,2
2018-08-16,141,Thursday,3
2018-08-17,62,Friday,4
2018-08-18,66,Saturday,5
2018-08-19,381,Sunday,6
2018-08-20,396,Monday,0
2018-08-21,30,Tuesday,1
2018-08-22,379,Wednesday,2
2018-08-23,296,Thursday,3
2018-08-24,396,Friday,4
2018-08-25,366,Saturday,5
2018-08-26,382,Sunday,6
2018-08-27,451,Monday,0
2018-08-28,409,Tuesday,1
2018-08-29,411,Wednesday,2
2018-08-30,798,Thursday,3
2018-08-31,1474,Friday,4
2018-09-01,1833,Saturday,5
2018-09-02,1171,Sunday,6
2018-09-03,938,Monday,0
2018-09-04,679,Tuesday,1
2018-09-05,737,Wednesday,2
2018-09-06,731,Thursday,3
2018-09-07,656,Friday,4
2018-09-08,776,Saturday,5
2018-09-09,736,Sunday,6
2018-09-10,1111,Monday,0
2018-09-11,1042,Tuesday,1
2018-09-12,763,Wednesday,2
2018-09-13,621,Thursday,3
2018-09-14,735,Friday,4
2018-09-15,465,Saturday,5
2018-09-16,501,Sunday,6
2018-09-17,929,Monday,0
2018-09-18,709,Tuesday,1
2018-09-19,579,Wednesday,2
2018-09-20,420,Thursday,3
2018-09-21,431,Friday,4
2018-09-22,329,Saturday,5
2018-09-23,371,Sunday,6
2018-09-24,414,Monday,0
2018-09-25,387,Tuesday,1
2018-09-26,446,Wednesday,2
2018-09-27,349,Thursday,3
2018-09-28,336,Friday,4
2018-09-29,295,Saturday,5
2018-09-30,242,Sunday,6
2018-10-01,142,Monday,0
2018-10-02,283,Tuesday,1
2018-10-03,206,Wednesday,2
2018-10-04,392,Thursday,3
2018-10-05,71,Friday,4
2018-10-06,298,Saturday,5
2018-10-07,84,Sunday,6
2018-10-08,125,Monday,0
2018-10-09,10,Tuesday,1
2018-10-10,421,Wednesday,2
2018-10-11,253,Thursday,3
2018-10-12,411,Friday,4
2018-10-13,299,Saturday,5
2018-10-14,381,Sunday,6
2018-10-15,497,Monday,0
2018-10-16,356,Tuesday,1
2018-10-17,458,Wednesday,2
2018-10-18,360,Thursday,3
2018-10-19,448,Friday,4
2018-10-20,370,Saturday,5
2018-10-21,334,Sunday,6
2018-10-22,339,Monday,0
2018-10-23,365,Tuesday,1
2018-10-24,434,Wednesday,2
2018-10-25,390,Thursday,3
2018-10-26,474,Friday,4
2018-10-27,497,Saturday,5
2018-10-28,281,Sunday,6
2018-10-29,373,Monday,0
2018-10-30,387,Tuesday,1
2018-10-31,319,Wednesday,2
2018-11-01,356,Thursday,3
2018-11-02,322,Friday,4
2018-11-03,293,Saturday,5
2018-11-04,234,Sunday,6
2018-11-05,299,Monday,0
2018-11-06,366,Tuesday,1
2018-11-07,314,Wednesday,2
2018-11-08,324,Thursday,3
2018-11-09,321,Friday,4
2018-11-10,330,Saturday,5
2018-11-11,228,Sunday,6
2018-11-12,245,Monday,0
2018-11-13,210,Tuesday,1
2018-11-14,293,Wednesday,2
2018-11-15,347,Thursday,3
2018-11-16,281,Friday,4
2018-11-17,217,Saturday,5
2018-11-18,216,Sunday,6
2018-11-19,285,Monday,0
2018-11-20,231,Tuesday,1
2018-11-21,227,Wednesday,2
2018-11-22,252,Thursday,3
2018-11-23,248,Friday,4
2018-11-24,183,Saturday,5
2018-11-25,193,Sunday,6
2018-11-26,210,Monday,0
2018-11-27,283,Tuesday,1
2018-11-28,244,Wednesday,2
2018-11-29,228,Thursday,3
2018-11-30,246,Friday,4
2018-12-01,233,Saturday,5
2018-12-02,289,Sunday,6
2018-12-03,302,Monday,0
2018-12-04,349,Tuesday,1
2018-12-05,82,Wednesday,2
2018-12-06,324,Thursday,3
2018-12-07,333,Friday,4
2018-12-08,208,Saturday,5
2018-12-09,193,Sunday,6
2018-12-10,229,Monday,0
2018-12-11,269,Tuesday,1
2018-12-12,308,Wednesday,2
2018-12-13,306,Thursday,3
2018-12-14,320,Friday,4
2018-12-15,255,Saturday,5
2018-12-16,243,Sunday,6
2018-12-17,378,Monday,0
2018-12-18,472,Tuesday,1
2018-12-19,421,Wednesday,2
2018-12-20,361,Thursday,3
2018-12-21,311,Friday,4
2018-12-22,230,Saturday,5
2018-12-23,222,Sunday,6
2018-12-24,227,Monday,0
2018-12-25,255,Tuesday,1
2018-12-26,257,Wednesday,2
2018-12-27,285,Thursday,3
2018-12-28,281,Friday,4
2018-12-29,210,Saturday,5
2018-12-30,82,Sunday,6
2018-12-31,221,Monday,0
2019-03-01,212,Friday,4
2019-03-02,187,Saturday,5
2019-03-03,197,Sunday,6
2019-03-04,249,Monday,0
2019-03-05,221,Tuesday,1
2019-03-06,269,Wednesday,2
2019-03-07,240,Thursday,3
2019-03-08,107,Friday,4
2019-03-09,185,Saturday,5
2019-03-10,164,Sunday,6
2019-03-11,283,Monday,0
2019-03-12,262,Tuesday,1
2019-03-13,268,Wednesday,2
2019-03-14,323,Thursday,3
2019-03-15,363,Friday,4
2019-03-16,210,Saturday,5
2019-03-17,131,Sunday,6
2019-03-18,273,Monday,0
2019-03-19,46,Tuesday,1
2019-03-20,436,Wednesday,2
2019-03-21,280,Thursday,3
2019-03-22,276,Friday,4
2019-03-23,254,Saturday,5
2019-03-24,209,Sunday,6
2019-03-25,252,Monday,0
2019-03-26,235,Tuesday,1
2019-03-27,339,Wednesday,2
2019-03-28,361,Thursday,3
2019-03-29,303,Friday,4
2019-03-30,238,Saturday,5
2019-03-31,227,Sunday,6
2019-04-01,767,Monday,0
2019-04-02,1349,Tuesday,1
2019-04-03,1435,Wednesday,2
2019-04-04,1041,Thursday,3
2019-04-05,585,Friday,4
2019-04-06,332,Saturday,5
2019-04-07,378,Sunday,6
2019-04-08,366,Monday,0
2019-04-09,427,Tuesday,1
2019-04-10,399,Wednesday,2
2019-04-11,311,Thursday,3
2019-04-12,334,Friday,4
2019-04-13,272,Saturday,5
2019-04-14,269,Sunday,6
2019-04-15,304,Monday,0
2019-04-16,330,Tuesday,1
2019-04-17,350,Wednesday,2
2019-04-18,400,Thursday,3
2019-04-19,313,Friday,4
2019-04-20,316,Saturday,5
2019-04-21,246,Sunday,6
2019-04-22,325,Monday,0
2019-04-23,333,Tuesday,1
2019-04-24,319,Wednesday,2
2019-04-25,300,Thursday,3
2019-04-26,263,Friday,4
2019-04-27,251,Saturday,5
2019-04-28,253,Sunday,6
2019-04-29,278,Monday,0
2019-04-30,453,Tuesday,1
2020-01-01,137,Wednesday,2
2020-01-02,32,Thursday,3
2020-01-03,182,Friday,4
2020-01-04,256,Saturday,5
2020-01-05,248,Sunday,6
2020-01-06,295,Monday,0
2020-01-07,204,Tuesday,1
2020-01-08,237,Wednesday,2
2020-01-09,241,Thursday,3
2020-01-10,304,Friday,4
2020-01-11,169,Saturday,5
2020-01-12,177,Sunday,6
2020-01-13,203,Monday,0
2020-01-14,213,Tuesday,1
2020-01-15,196,Wednesday,2
2020-01-16,166,Thursday,3
2020-01-17,259,Friday,4
2020-01-18,277,Saturday,5
2020-01-19,216,Sunday,6
2020-01-20,206,Monday,0
2020-01-21,188,Tuesday,1
2020-01-22,164,Wednesday,2
2020-01-23,196,Thursday,3
2020-01-24,187,Friday,4
2020-01-25,223,Saturday,5
2020-01-26,204,Sunday,6
2020-01-27,170,Monday,0
2020-01-28,216,Tuesday,1
2020-01-29,221,Wednesday,2
2020-01-30,168,Thursday,3
2020-01-31,191,Friday,4
2020-02-01,203,Saturday,5
2020-02-02,200,Sunday,6
2020-02-03,198,Monday,0
2020-02-04,253,Tuesday,1
2020-02-05,133,Wednesday,2
2020-02-06,252,Thursday,3
2020-02-07,7,Friday,4
2020-02-08,624,Saturday,5
2020-02-09,459,Sunday,6
2020-02-10,374,Monday,0
2020-02-11,278,Tuesday,1
2020-02-12,301,Wednesday,2
2020-02-13,259,Thursday,3
2020-02-14,232,Friday,4
2020-02-15,239,Saturday,5
2020-02-16,210,Sunday,6
2020-02-17,234,Monday,0
2020-02-18,292,Tuesday,1
2020-02-19,213,Wednesday,2
2020-02-20,186,Thursday,3
2020-02-21,214,Friday,4
2020-02-22,137,Saturday,5
2020-02-23,185,Sunday,6
2020-02-24,221,Monday,0
2020-02-25,197,Tuesday,1
2020-02-26,206,Wednesday,2
2020-02-27,235,Thursday,3
2020-02-28,160,Friday,4
2020-02-29,171,Saturday,5
2020-03-01,191,Sunday,6
2020-03-02,172,Monday,0
2020-03-03,525,Tuesday,1
2020-03-04,348,Wednesday,2
2020-03-05,236,Thursday,3
2020-03-06,212,Friday,4
2020-03-07,169,Saturday,5
2020-03-08,200,Sunday,6
2020-03-09,202,Monday,0
2020-03-10,210,Tuesday,1
2020-03-11,166,Wednesday,2
2020-03-12,293,Thursday,3
2020-03-13,212,Friday,4
2020-03-14,155,Saturday,5
2020-03-15,156,Sunday,6
2020-03-16,160,Monday,0
2020-03-17,170,Tuesday,1
2020-03-18,129,Wednesday,2
2020-03-19,207,Thursday,3
2020-03-20,160,Friday,4
2020-03-21,111,Saturday,5
2020-03-22,155,Sunday,6
2020-03-23,170,Monday,0
2020-03-24,161,Tuesday,1
2020-03-25,174,Wednesday,2
2020-03-26,166,Thursday,3
2020-03-27,154,Friday,4
2020-03-28,126,Saturday,5
2020-03-29,162,Sunday,6
2020-03-30,203,Monday,0
2020-03-31,4,Tuesday,1
2020-04-01,246,Wednesday,2
2020-04-02,185,Thursday,3
2020-04-03,138,Friday,4
2020-04-04,158,Saturday,5
2020-04-05,125,Sunday,6
2020-04-06,156,Monday,0
2020-04-07,263,Tuesday,1
2020-04-08,130,Wednesday,2
2020-04-09,143,Thursday,3
2020-04-10,164,Friday,4
2020-04-11,207,Saturday,5
2020-04-12,146,Sunday,6
2020-04-13,148,Monday,0
2020-04-14,204,Tuesday,1
2020-04-15,166,Wednesday,2
2020-04-16,161,Thursday,3
2020-04-17,186,Friday,4
2020-04-18,159,Saturday,5
2020-04-19,149,Sunday,6
2020-04-20,232,Monday,0
2020-04-21,177,Tuesday,1
2020-04-22,170,Wednesday,2
2020-04-23,184,Thursday,3
2020-04-24,135,Friday,4
2020-04-25,211,Saturday,5
2020-04-26,385,Sunday,6
2020-04-27,298,Monday,0
2020-04-28,193,Tuesday,1
2020-04-29,220,Wednesday,2
2020-04-30,219,Thursday,3
2021-03-01,6358,Monday,0
2021-03-02,1165,Tuesday,1
2021-03-03,3643,Wednesday,2
2021-03-04,5101,Thursday,3
2021-03-05,4730,Friday,4
2021-03-06,156,Saturday,5
2021-03-09,125,Tuesday,1
2021-03-10,228,Wednesday,2
2021-03-11,54,Thursday,3
2021-03-12,82,Friday,4
2021-03-13,1236,Saturday,5
2021-03-15,4405,Monday,0
2021-03-16,4044,Tuesday,1
2021-03-17,4338,Wednesday,2
2021-03-18,6003,Thursday,3
2021-03-19,6033,Friday,4
2021-03-20,5482,Saturday,5
2021-03-21,4258,Sunday,6
2021-03-22,4832,Monday,0
2021-03-23,4893,Tuesday,1
2021-03-24,6150,Wednesday,2
2021-03-25,5015,Thursday,3
2021-03-26,4246,Friday,4
2021-03-27,4170,Saturday,5
2021-03-28,4026,Sunday,6
2021-03-29,3797,Monday,0
2021-03-30,4115,Tuesday,1
2021-03-31,3598,Wednesday,2
2021-04-01,10170,Thursday,3
2021-04-02,5077,Friday,4
2021-04-03,898,Saturday,5
2021-04-04,3517,Sunday,6
2021-04-05,3906,Monday,0
2021-04-06,5449,Tuesday,1
2021-04-07,5477,Wednesday,2
2021-04-08,3821,Thursday,3
2021-04-09,4445,Friday,4
2021-04-10,5052,Saturday,5
2021-04-11,11622,Sunday,6
2021-04-12,4985,Monday,0
2021-04-13,16228,Tuesday,1
2021-04-14,23795,Wednesday,2
2021-04-15,25940,Thursday,3
2021-04-16,11037,Friday,4
2021-04-17,463,Saturday,5
2021-04-18,21553,Sunday,6
2021-04-19,5173,Monday,0
2021-04-20,37310,Tuesday,1
2021-04-21,3160,Wednesday,2
2021-04-22,4137,Thursday,3
2021-04-23,5088,Friday,4
2021-04-24,6266,Saturday,5
2021-04-25,12409,Sunday,6
2021-04-26,8792,Monday,0
2021-04-27,12276,Tuesday,1
2021-04-28,654,Wednesday,2
2021-04-29,11097,Thursday,3
2021-04-30,12678,Friday,4
2021-05-01,10282,Saturday,5
2021-05-02,14634,Sunday,6
2021-05-03,26238,Monday,0
2021-05-04,50001,Tuesday,1
2021-05-05,24076,Wednesday,2
2021-05-06,15060,Thursday,3
2021-05-07,23920,Friday,4
2021-05-08,31173,Saturday,5
2021-05-09,86124,Sunday,6
2021-05-10,23093,Monday,0
2021-05-11,42077,Tuesday,1
2021-05-12,41564,Wednesday,2
2021-05-13,19119,Thursday,3
2021-05-14,14932,Friday,4
2021-05-15,25018,Saturday,5
2021-05-16,42234,Sunday,6
2021-05-17,37518,Monday,0
2021-05-18,22903,Tuesday,1
2021-05-19,31045,Wednesday,2
2021-05-20,26001,Thursday,3
2021-05-21,19089,Friday,4
2021-05-22,3876,Saturday,5
2021-05-23,17019,Sunday,6
2021-05-24,20257,Monday,0
2021-05-25,35883,Tuesday,1
2021-05-26,18900,Wednesday,2
2021-05-27,21730,Thursday,3
2021-05-28,13175,Friday,4
2021-05-29,11339,Saturday,5
2021-05-30,10699,Sunday,6
2021-05-31,11127,Monday,0
2021-06-01,16006,Tuesday,1
2021-06-02,23250,Wednesday,2
2021-06-03,18073,Thursday,3
2021-06-04,17889,Friday,4
2021-06-05,15913,Saturday,5
2021-06-06,2533,Sunday,6
2021-06-07,12743,Monday,0
2021-06-08,11962,Tuesday,1
2021-06-09,12283,Wednesday,2
2021-06-10,10219,Thursday,3
2021-06-11,12604,Friday,4
2021-06-12,1484,Saturday,5
2021-06-13,6340,Sunday,6
2021-06-14,7141,Monday,0
2021-06-15,194,Tuesday,1
2021-06-16,2052,Wednesday,2
2021-06-17,208,Thursday,3
2021-06-18,6801,Friday,4
2021-06-19,9632,Saturday,5
2021-06-20,778,Sunday,6
2021-06-21,9673,Monday,0
2021-06-22,9521,Tuesday,1
2021-06-23,12399,Wednesday,2
2021-06-24,7345,Thursday,3
2021-06-25,2619,Friday,4
2021-06-26,8767,Saturday,5
2021-06-27,5180,Sunday,6
2021-06-28,5753,Monday,0
2021-06-29,5750,Tuesday,1
2021-06-30,2462,Wednesday,2
2021-07-01,10954,Thursday,3
2021-07-02,10364,Friday,4
2021-07-03,6731,Saturday,5
2021-07-04,7542,Sunday,6
2021-07-05,3208,Monday,0
2021-07-06,5198,Tuesday,1
2021-07-07,4815,Wednesday,2
2021-07-08,4637,Thursday,3
2021-07-09,1640,Friday,4
2021-07-10,5147,Saturday,5
2021-07-11,1975,Sunday,6
2021-07-12,2364,Monday,0
2021-07-13,3383,Tuesday,1
2021-07-14,2830,Wednesday,2
2021-07-15,5216,Thursday,3
2021-07-16,6453,Friday,4
2021-07-17,6231,Saturday,5
2021-07-18,1425,Sunday,6
2021-07-19,3198,Monday,0
2021-07-20,8528,Tuesday,1
2021-07-21,5948,Wednesday,2
2021-07-22,1544,Thursday,3
2021-07-23,1628,Friday,4
2021-07-24,568,Saturday,5
2021-07-25,1081,Sunday,6
2021-07-26,9425,Monday,0
2021-07-27,4315,Tuesday,1
2021-07-28,1981,Wednesday,2
2021-07-29,2158,Thursday,3
2021-07-30,764,Friday,4
2021-07-31,220,Saturday,5
2021-08-01,126,Sunday,6
2021-08-02,283,Monday,0
2021-08-03,5693,Tuesday,1
2021-08-04,1050,Wednesday,2
2021-08-05,511,Thursday,3
2021-08-06,2450,Friday,4
2021-08-07,2381,Saturday,5
2021-08-08,2337,Sunday,6
2021-08-09,2559,Monday,0
2021-08-10,1621,Tuesday,1
2021-08-11,4304,Wednesday,2
2021-08-12,642,Thursday,3
2021-08-13,3429,Friday,4
2021-08-14,3923,Saturday,5
2021-08-15,9658,Sunday,6
2021-08-16,6685,Monday,0
2021-08-17,4884,Tuesday,1
2021-08-18,8042,Wednesday,2
2021-08-19,1232,Thursday,3
2021-08-20,47,Friday,4
2021-08-21,6,Saturday,5
2021-08-22,814,Sunday,6
2021-08-23,3104,Monday,0
2021-08-24,1790,Tuesday,1
2021-08-25,646,Wednesday,2
2021-08-26,2200,Thursday,3
2021-08-27,547,Friday,4
2021-08-28,2259,Saturday,5
2021-08-29,1643,Sunday,6
2021-08-30,2576,Monday,0
2021-08-31,1692,Tuesday,1
2021-09-01,283,Wednesday,2
2021-09-02,2569,Thursday,3
2021-09-03,527,Friday,4
2021-09-04,3633,Saturday,5
2021-09-05,2211,Sunday,6
2021-09-06,711,Monday,0
2021-09-07,5850,Tuesday,1
2021-09-08,6096,Wednesday,2
2021-09-09,3015,Thursday,3
2021-09-10,1026,Friday,4
2021-09-11,135,Saturday,5
2021-09-12,1539,Sunday,6
2021-09-13,846,Monday,0
2021-09-14,263,Tuesday,1
2021-09-15,804,Wednesday,2
2021-09-16,516,Thursday,3
2021-09-17,822,Friday,4
2021-09-18,1704,Saturday,5
2021-09-19,781,Sunday,6
2021-09-20,5371,Monday,0
2021-09-21,3177,Tuesday,1
2021-09-22,2921,Wednesday,2
2021-09-23,6739,Thursday,3
2021-09-24,5973,Friday,4
2021-09-25,2694,Saturday,5
2021-09-26,1154,Sunday,6
2021-09-27,403,Monday,0
2021-09-28,3457,Tuesday,1
2021-09-29,712,Wednesday,2
2021-09-30,117,Thursday,3
2021-10-01,1014,Friday,4
2021-10-02,769,Saturday,5
2021-10-03,895,Sunday,6
2021-10-04,5614,Monday,0
2021-10-05,6569,Tuesday,1
2021-10-06,1020,Wednesday,2
2021-10-07,1758,Thursday,3
2021-10-08,4944,Friday,4
2021-10-09,2615,Saturday,5
2021-10-10,4521,Sunday,6
2021-10-11,7100,Monday,0
2021-10-12,5384,Tuesday,1
2021-10-13,1038,Wednesday,2
2021-10-14,840,Thursday,3
2021-10-15,3550,Friday,4
2021-10-16,929,Saturday,5
2021-10-17,1603,Sunday,6
2021-10-18,390,Monday,0
2021-10-19,309,Tuesday,1
2021-10-20,4135,Wednesday,2
2021-10-21,1827,Thursday,3
2021-10-22,877,Friday,4
2021-10-23,1085,Saturday,5
2021-10-24,11524,Sunday,6
2021-10-25,1284,Monday,0
2021-10-26,963,Tuesday,1
2021-10-27,12400,Wednesday,2
2021-10-28,14419,Thursday,3
2021-10-29,2950,Friday,4
2021-10-30,96,Saturday,5
2021-10-31,1099,Sunday,6
2021-11-01,6694,Monday,0
2021-11-02,3780,Tuesday,1
2021-11-03,1854,Wednesday,2
2021-11-04,53,Thursday,3
2021-11-05,1439,Friday,4
2021-11-06,2906,Saturday,5
2021-11-07,938,Sunday,6
2021-11-08,1262,Monday,0
2021-11-09,3401,Tuesday,1
2021-11-10,1016,Wednesday,2
2021-11-11,1685,Thursday,3
2021-11-12,330,Friday,4
2021-11-13,1805,Saturday,5
2021-11-14,512,Sunday,6
2021-11-15,1620,Monday,0
2021-11-16,318,Tuesday,1
2021-11-17,1902,Wednesday,2
2021-11-18,13,Thursday,3
2021-11-19,301,Friday,4
2021-11-20,6,Saturday,5
2021-11-21,420,Sunday,6
2021-11-22,8,Monday,0
2021-11-23,471,Tuesday,1
2021-11-24,764,Wednesday,2
2021-11-25,568,Thursday,3
2021-11-26,745,Friday,4
2021-11-27,50,Saturday,5
2021-11-28,3308,Sunday,6
2021-11-29,108,Monday,0
2021-11-30,1154,Tuesday,1
2021-12-01,260,Wednesday,2
2021-12-02,1752,Thursday,3
2021-12-03,3040,Friday,4
2021-12-04,316,Saturday,5
2021-12-05,677,Sunday,6
2021-12-06,268,Monday,0
2021-12-07,227,Tuesday,1
2021-12-08,161,Wednesday,2
2021-12-09,142,Thursday,3
2021-12-10,106,Friday,4
2021-12-11,157,Saturday,5
2021-12-12,111,Sunday,6
2021-12-13,259,Monday,0
2021-12-14,171,Tuesday,1
2021-12-15,192,Wednesday,2
2021-12-16,230,Thursday,3
2021-12-17,190,Friday,4
2021-12-18,77,Saturday,5
2021-12-19,280,Sunday,6
2021-12-20,597,Monday,0
2021-12-21,579,Tuesday,1
2021-12-22,162,Wednesday,2
2021-12-23,848,Thursday,3
2021-12-24,417,Friday,4
2021-12-25,942,Saturday,5
2021-12-26,93,Sunday,6
2021-12-27,16,Monday,0
2021-12-28,243,Tuesday,1
2021-12-29,753,Wednesday,2
2021-12-30,78,Thursday,3
2021-12-31,238,Friday,4
2022-01-01,30,Saturday,5
2022-01-02,514,Sunday,6
2022-01-03,38,Monday,0
2022-01-04,881,Tuesday,1
2022-01-05,532,Wednesday,2
2022-01-06,17,Thursday,3
2022-01-07,426,Friday,4
2022-01-08,358,Saturday,5
2022-01-09,325,Sunday,6
2022-01-10,1578,Monday,0
2022-01-11,670,Tuesday,1
2022-01-12,611,Wednesday,2
2022-01-13,427,Thursday,3
2022-01-14,36,Friday,4
2022-01-15,105,Saturday,5
2022-01-16,1563,Sunday,6
2022-01-17,86,Monday,0
2022-01-18,376,Tuesday,1
2022-01-19,643,Wednesday,2
2022-01-20,967,Thursday,3
2022-01-21,694,Friday,4
2022-01-22,955,Saturday,5
2022-01-23,1078,Sunday,6
2022-01-24,68,Monday,0
2022-01-25,4167,Tuesday,1
2022-01-26,284,Wednesday,2
2022-01-27,141,Thursday,3
2022-01-28,205,Friday,4
2022-01-29,246,Saturday,5
2022-01-30,74,Sunday,6
2022-01-31,275,Monday,0
2022-02-01,92,Tuesday,1
2022-02-02,420,Wednesday,2
2022-02-03,48,Thursday,3
2022-02-04,246,Friday,4
2022-02-05,220,Saturday,5
2022-02-06,130,Sunday,6
2022-02-07,218,Monday,0
2022-02-08,115,Tuesday,1
2022-02-09,41,Wednesday,2
2022-02-10,166,Thursday,3
2022-02-11,117,Friday,4
2022-02-12,73,Saturday,5
2022-02-13,3190,Sunday,6
2022-02-14,43,Monday,0
2022-02-15,1115,Tuesday,1
2022-02-16,219,Wednesday,2
2022-02-17,1351,Thursday,3
2022-02-18,586,Friday,4
2022-02-19,503,Saturday,5
2022-02-20,390,Sunday,6
2022-02-21,69,Monday,0
2022-02-22,364,Tuesday,1
2022-02-23,246,Wednesday,2
2022-02-24,1465,Thursday,3
2022-02-25,700,Friday,4
2022-02-26,519,Saturday,5
2022-02-27,109,Sunday,6
2022-02-28,703,Monday,0
2022-03-01,289,Tuesday,1
2022-03-02,586,Wednesday,2
2022-03-03,10,Thursday,3
2022-03-04,388,Friday,4
2022-03-05,57,Saturday,5
2022-03-06,172,Sunday,6
2022-03-07,157,Monday,0
2022-03-08,275,Tuesday,1
2022-03-09,372,Wednesday,2
2022-03-10,78,Thursday,3
2022-03-11,433,Friday,4
2022-03-13,215,Sunday,6
2022-03-14,225,Monday,0
2022-03-15,338,Tuesday,1
2022-03-16,318,Wednesday,2
2022-03-17,284,Thursday,3
2022-03-18,200,Friday,4
2022-03-19,533,Saturday,5
2022-03-20,374,Sunday,6
2022-03-21,378,Monday,0
2022-03-22,17,Tuesday,1
2022-03-23,58,Wednesday,2
2022-03-24,1659,Thursday,3
2022-03-25,459,Friday,4
2022-03-26,30,Saturday,5
2022-03-27,708,Sunday,6
2022-03-28,91,Monday,0
2022-03-29,435,Tuesday,1
2022-03-30,347,Wednesday,2
2022-03-31,666,Thursday,3
2022-04-01,12,Friday,4
2022-04-02,69,Saturday,5
2022-04-03,1575,Sunday,6
2022-04-04,179,Monday,0
2022-04-05,6471,Tuesday,1
2022-04-06,396,Wednesday,2
2022-04-07,447,Thursday,3
2022-04-08,229,Friday,4
2022-04-09,514,Saturday,5
2022-04-10,975,Sunday,6
2022-04-11,799,Monday,0
2022-04-12,647,Tuesday,1
2022-04-13,810,Wednesday,2
2022-04-14,1321,Thursday,3
2022-04-15,7,Friday,4
2022-04-16,855,Saturday,5
2022-04-17,1927,Sunday,6
2022-04-18,3031,Monday,0
2022-04-19,1635,Tuesday,1
2022-04-20,2271,Wednesday,2
2022-04-21,539,Thursday,3
2022-04-22,3623,Friday,4
2022-04-23,1285,Saturday,5
2022-04-24,1979,Sunday,6
2022-04-25,10324,Monday,0
2022-04-26,9675,Tuesday,1
2022-04-27,1665,Wednesday,2
2022-04-28,2990,Thursday,3
2022-04-29,3157,Friday,4
2022-04-30,772,Saturday,5
2022-05-01,778,Sunday,6
2022-05-02,386,Monday,0
2022-05-03,489,Tuesday,1
2022-05-04,2688,Wednesday,2
2022-05-05,387,Thursday,3
2022-05-06,1221,Friday,4
2022-05-07,1689,Saturday,5
2022-05-08,1066,Sunday,6
2022-05-09,2024,Monday,0
2022-05-10,1853,Tuesday,1
2022-05-11,1127,Wednesday,2
2022-05-12,4021,Thursday,3
2022-05-13,5192,Friday,4
2022-05-14,4296,Saturday,5
2022-05-15,2430,Sunday,6
2022-05-16,2259,Monday,0
2022-05-17,1283,Tuesday,1
2022-05-18,1551,Wednesday,2
2022-05-19,56,Thursday,3
2022-05-20,123,Friday,4
2022-05-21,161,Saturday,5
2022-05-22,1478,Sunday,6
2022-05-23,1773,Monday,0
2022-05-24,120,Tuesday,1
2022-05-25,1733,Wednesday,2
2022-05-26,1417,Thursday,3
2022-05-27,2951,Friday,4
2022-05-28,302,Saturday,5
2022-05-29,127,Sunday,6
2022-05-30,104,Monday,0
2022-05-31,137,Tuesday,1
2024-02-01,8,Thursday,3
2024-02-02,2356,Friday,4
2024-02-03,1894,Saturday,5
2024-02-04,4,Sunday,6
2024-02-05,230,Monday,0
2024-02-06,6,Tuesday,1
2024-02-07,51,Wednesday,2
2024-02-08,56,Thursday,3
2024-02-09,9,Friday,4
2024-02-10,120,Saturday,5
2024-02-11,9,Sunday,6
2024-02-12,11,Monday,0
2024-02-14,21,Wednesday,2
2024-02-15,11,Thursday,3
2024-02-16,12,Friday,4
2024-02-17,7,Saturday,5
2024-02-18,100,Sunday,6
2024-02-19,649,Monday,0
2024-02-20,1534,Tuesday,1
2024-02-21,79,Wednesday,2
2024-02-22,12,Thursday,3
2024-02-23,28,Friday,4
2024-02-24,164,Saturday,5
2024-02-25,801,Sunday,6
2024-02-26,781,Monday,0
2024-02-27,2455,Tuesday,1
2024-02-28,2592,Wednesday,2
2024-02-29,3398,Thursday,3
2024-03-01,2819,Friday,4
2024-03-02,2231,Saturday,5
2024-03-03,2346,Sunday,6
2024-03-04,694,Monday,0
2024-03-05,1185,Tuesday,1
2024-03-06,17,Wednesday,2
2024-03-07,1,Thursday,3
2024-03-08,83,Friday,4
2024-03-09,124,Saturday,5
2024-03-10,267,Sunday,6
2024-03-11,88,Monday,0
2024-03-12,119,Tuesday,1
2024-03-13,1427,Wednesday,2
2024-03-14,1056,Thursday,3
2024-03-15,18,Friday,4
2024-03-16,903,Saturday,5
2024-03-17,672,Sunday,6
2024-03-18,249,Monday,0
2024-03-19,1036,Tuesday,1
2024-03-20,29,Wednesday,2
2024-03-21,18,Thursday,3
2024-03-22,107,Friday,4
2024-03-23,2884,Saturday,5
2024-03-24,2481,Sunday,6
2024-03-25,713,Monday,0
2024-03-26,588,Tuesday,1
2024-03-27,77,Wednesday,2
2024-03-28,7827,Thursday,3
2024-03-29,2400,Friday,4
2024-03-30,3288,Saturday,5
